"wso_id";"name_short";"sea_cd";"area_km2";"zone"
1074176;"";2;10.0000000000;""
1063135;"";2;1.30000000000;""
1063130;"";2;1.90000000000;""
1063131;"";2;7.00000000000;""
1063727;"";2;16.6000000000;""
1063724;"";2;1.10000000000;""
1122806;"";5;2.90000000000;"NS"
1041205;"";2;4.20000000000;""
1036819;"";2;76.4000000000;""
1077007;"";2;1.80000000000;""
1041204;"";2;5.80000000000;""
1052242;"";5;3.20000000000;"NS"
1041202;"";2;12.7000000000;""
1052240;"";5;6.50000000000;"NS"
1036434;"SE_Both";2;385.500000000;""
1082409;"";2;2.90000000000;""
1100306;"";2;6.10000000000;""
1100305;"";2;2.70000000000;""
1107142;"";5;5.70000000000;"NS"
1111342;"";5;7.30000000000;"NS"
1111348;"";5;6.50000000000;"NS"
1136735;"";5;3.40000000000;"NS"
1096715;"";2;4.80000000000;""
1100860;"";2;3.10000000000;""
1063238;"";2;5.10000000000;""
1066927;"";2;5.10000000000;""
1077965;"";2;13.1000000000;""
1041114;"";2;4.70000000000;""
1036308;"";2;30.8000000000;""
1041702;"";2;18.1000000000;""
1052743;"";5;43.8000000000;"NS"
1060466;"";2;3.80000000000;""
1068466;"";2;1.00000000000;""
1085223;"";2;0.00000000000;""
1068460;"";2;8.40000000000;""
1040994;"";2;5.90000000000;""
1055613;"";5;10.8000000000;"NS"
1100408;"";2;1.40000000000;""
1040991;"";2;0.00000000000;""
1040998;"";2;8.80000000000;""
1063106;"";2;3.20000000000;""
1063104;"";2;5.60000000000;""
1114161;"";5;1.70000000000;"NS"
1063101;"";2;0.00000000000;""
1063736;"";2;3.40000000000;""
1063731;"";2;1.80000000000;""
1114718;"";5;2.50000000000;"NS"
1122813;"";5;9.80000000000;"NS"
1036869;"";2;84.4000000000;""
1077012;"";2;3.60000000000;""
1041213;"";2;11.0000000000;""
1055565;"";5;13.1000000000;"NS"
1095093;"";2;5.90000000000;""
1077011;"";2;8.40000000000;""
1049210;"";5;25.5000000000;"NS"
1093454;"";2;30.9000000000;""
1052258;"";5;20.4000000000;"NS"
1122432;"";5;4.00000000000;"NS"
1062984;"";2;1.10000000000;""
1060376;"";2;4.40000000000;""
1100317;"";2;6.30000000000;""
1111355;"";5;3.60000000000;"NS"
1060372;"";2;6.60000000000;""
1136111;"";5;1.70000000000;"NS"
1044526;"";2;24.2000000000;""
1113585;"";5;3.30000000000;"NS"
1055560;"";5;51.1000000000;"NS"
1060379;"";2;5.20000000000;""
1048084;"";2;12.0000000000;""
1048082;"";2;34.2000000000;""
1048081;"";2;32.5000000000;""
1074244;"";2;6.30000000000;""
1074242;"";2;2.10000000000;""
1063203;"";2;6.90000000000;""
1074241;"";2;2.60000000000;""
1077974;"";2;7.30000000000;""
1066934;"";2;2.10000000000;""
1066935;"";2;3.40000000000;""
1077971;"";2;10.8000000000;""
1135991;"";5;17.3000000000;"NS"
1041166;"";2;18.1000000000;""
1041167;"";2;7.80000000000;""
1036314;"";2;23.1000000000;""
1054391;"";5;38.8000000000;"NS"
1133349;"";5;0.00000000000;"NS"
1108876;"";5;6.70000000000;"NS"
1100875;"";2;4.80000000000;""
1068850;"";2;13.8000000000;""
1055071;"";5;15.1000000000;"NS"
1040583;"";2;21.1000000000;""
1136217;"";5;1.30000000000;"NS"
1111459;"";5;0.00000000000;"NS"
1096279;"";2;5.20000000000;""
1113688;"";5;0.00000000000;"NS"
1063117;"";2;5.50000000000;""
1035181;"";2;374.500000000;""
1063118;"";2;0.00000000000;""
1040581;"";2;13.8000000000;""
1048580;"";2;14.4000000000;""
1063119;"";2;0.00000000000;""
1103725;"";5;2.80000000000;"NS"
1089783;"";2;3.60000000000;""
1036872;"";2;116.500000000;""
1122865;"";5;1.20000000000;"NS"
1041267;"";2;6.10000000000;""
1041261;"SE_Both";2;87.6000000000;""
1036414;"";2;213.300000000;""
1095691;"";2;2.70000000000;""
1136162;"";5;2.70000000000;"NS"
1060340;"";2;3.00000000000;""
1107757;"";5;6.80000000000;"NS"
1107758;"";5;1.40000000000;"NS"
1040097;"";2;17.5000000000;""
1048096;"";2;12.4000000000;""
1040681;"";2;27.9000000000;""
1035285;"";2;309.900000000;""
1063217;"";2;2.20000000000;""
1063210;"";2;1.30000000000;""
1066906;"";2;3.60000000000;""
1076489;"";2;5.60000000000;""
1084983;"";2;15.6000000000;""
1041176;"";2;10.1000000000;""
1082377;"";2;2.50000000000;""
1049178;"";5;32.0000000000;"NS"
1135584;"SE_Inla";5;6.40000000000;"NS"
1117502;"";5;3.80000000000;"NS"
1066525;"";2;2.80000000000;""
1077569;"";2;18.8000000000;""
1117509;"";5;10.4000000000;"NS"
1096244;"";2;5.50000000000;""
1059934;"";2;1.70000000000;""
1059933;"";2;1.20000000000;""
1059932;"";2;2.30000000000;""
1035194;"";2;220.800000000;""
1092123;"";2;9.00000000000;""
1129180;"";5;20.2000000000;"NS"
1114148;"";5;9.10000000000;"NS"
1074757;"";2;3.30000000000;""
1063713;"";2;4.60000000000;""
1036845;"";2;26.5000000000;""
1122877;"";5;1.00000000000;"NS"
1114778;"";5;1.00000000000;"NS"
1043881;"";2;23.0000000000;""
1036848;"";2;93.2000000000;""
1049273;"";5;2.60000000000;"NS"
1135095;"";5;18.2000000000;"NS"
1041278;"";2;8.30000000000;""
1077662;"";2;1.00000000000;""
1066625;"";2;3.30000000000;""
1135683;"";5;18.1000000000;"NS"
1057186;"";2;1.10000000000;""
1057184;"";2;7.60000000000;""
1060357;"";2;3.00000000000;""
1057185;"";2;4.90000000000;""
1057180;"";2;8.60000000000;""
1057188;"";2;4.90000000000;""
1057189;"";2;4.50000000000;""
1100378;"";2;5.30000000000;""
1136766;"";5;1.30000000000;"NS"
1096746;"";2;1.70000000000;""
1096745;"";2;1.30000000000;""
1092226;"";2;8.10000000000;""
1059028;"";2;3.50000000000;""
1121280;"";5;5.10000000000;"NS"
1106931;"";5;1.20000000000;"NS"
1048698;"";2;26.7000000000;""
1066911;"";2;6.60000000000;""
1041146;"";2;11.4000000000;""
1036377;"";2;99.4000000000;""
1066534;"";2;1.60000000000;""
1100858;"";2;14.8000000000;""
1057286;"";2;3.10000000000;""
1136277;"";5;7.20000000000;"NS"
1100477;"";2;2.20000000000;""
1057285;"";2;3.30000000000;""
1136274;"";5;19.6000000000;"NS"
1100474;"";2;13.1000000000;""
1060452;"";2;6.30000000000;""
1057280;"";2;14.3000000000;""
1136774;"";5;8.30000000000;"NS"
1063174;"";2;0.00000000000;""
1092130;"";2;4.70000000000;""
1051527;"";5;14.9000000000;"NS"
1047321;"";2;30.8000000000;""
1063178;"";2;2.20000000000;""
1063767;"";2;2.80000000000;""
1103701;"";5;3.10000000000;"NS"
1063761;"";2;2.40000000000;""
1035799;"";2;80.4000000000;""
1041247;"";2;31.4000000000;""
1041244;"";2;46.0000000000;""
1041245;"";2;6.50000000000;""
1084082;"";2;1.50000000000;""
1084089;"";2;4.60000000000;""
1057197;"";2;4.40000000000;""
1085165;"";2;5.60000000000;""
1121290;"";5;6.50000000000;"NS"
1085169;"";2;5.60000000000;""
