loc_name;dat_year;dat_value;rec_samplingtype;loc_area;rec_unit
Sevre Niortaise Estuary commercial CPUE;1983;6;commercial CPUE;Atlantic Ocean;cpue        
Sevre Niortaise Estuary commercial CPUE;2008;1.93;commercial CPUE;Atlantic Ocean;cpue        
Shannon trapping all;1977;1000;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1978;1300;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1979;6700;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1980;4500;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1981;2100;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1982;3100;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1983;600;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1984;500;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1985;1093;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1986;948;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1987;1610;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1988;145;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1989;27;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1990;467;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1991;90;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1992;32;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1993;24;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1994;287;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1995;398;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1996;332;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1997;2120;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1998;275;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;1999;18;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2000;39;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2001;3;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2002;178;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2003;378;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2004;58.1;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2005;41.4;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2006;42;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2007;45;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2008;7;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2009;7.75;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2010;49.73;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2011;7.24;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2012;22.5;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2013;46.615;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2014;45.805;trapping all;Atlantic Ocean;Kg          
Shannon trapping all;2015;11.12;trapping all;Atlantic Ocean;Kg          
Stellendam scientific estimate;1988;13.78;scientific estimate;North sea;Index       
Stellendam scientific estimate;1989;4.37;scientific estimate;North sea;Index       
Stellendam scientific estimate;1990;10.86;scientific estimate;North sea;Index       
Stellendam scientific estimate;1991;3.08;scientific estimate;North sea;Index       
Stellendam scientific estimate;1992;16.93;scientific estimate;North sea;Index       
Stellendam scientific estimate;1993;10.13;scientific estimate;North sea;Index       
Stellendam scientific estimate;1994;4.01;scientific estimate;North sea;Index       
Stellendam scientific estimate;1995;3.26;scientific estimate;North sea;Index       
Stellendam scientific estimate;1996;0.48;scientific estimate;North sea;Index       
Stellendam scientific estimate;1997;2.8;scientific estimate;North sea;Index       
Stellendam scientific estimate;1998;0.99;scientific estimate;North sea;Index       
Stellendam scientific estimate;1999;1.18;scientific estimate;North sea;Index       
Stellendam scientific estimate;2000;7.11;scientific estimate;North sea;Index       
Stellendam scientific estimate;2001;0.9534;scientific estimate;North sea;Index       
Stellendam scientific estimate;2002;4.23;scientific estimate;North sea;Index       
Stellendam scientific estimate;2003;0.34;scientific estimate;North sea;Index       
Stellendam scientific estimate;2004;0.31;scientific estimate;North sea;Index       
Stellendam scientific estimate;2005;0.23;scientific estimate;North sea;Index       
Stellendam scientific estimate;2006;0.03;scientific estimate;North sea;Index       
Stellendam scientific estimate;2007;0.13;scientific estimate;North sea;Index       
Stellendam scientific estimate;2008;0.02;scientific estimate;North sea;Index       
Stellendam scientific estimate;2009;0.45;scientific estimate;North sea;Index       
Stellendam scientific estimate;2010;0.17;scientific estimate;North sea;Index       
Stellendam scientific estimate;2011;0.33;scientific estimate;North sea;Index       
Stellendam scientific estimate;2012;0.13;scientific estimate;North sea;Index       
Stellendam scientific estimate;2013;0.2;scientific estimate;North sea;Index       
Stellendam scientific estimate;2014;0.537;scientific estimate;North sea;Index       
Stellendam scientific estimate;2015;0.229;scientific estimate;North sea;Index       
Tiber commercial catch;1975;11;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1976;6.7;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1977;5.9;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1978;3.6;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1979;8.4;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1980;8.2;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1981;4;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1982;4;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1983;4;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1984;1.8;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1985;2.5;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1986;0.2;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1987;7.4;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1988;10.5;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1989;5.5;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1990;4.4;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1991;0.8;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1992;0.6;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1993;0.5;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1994;0.5;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1995;0.3;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1996;0.1;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1997;0.1;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1998;0.13;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;1999;0.06;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;2000;0.07;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;2001;0.04;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;2002;0.02;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;2003;0.02;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;2004;0.03;commercial catch;Mediterannean Sea;t           
Tiber commercial catch;2005;0.03;commercial catch;Mediterannean Sea;t           
Vida commercial catch;1971;787;commercial catch;North sea;Kg          
Vida commercial catch;1972;780;commercial catch;North sea;Kg          
Vida commercial catch;1973;641;commercial catch;North sea;Kg          
Vida commercial catch;1974;464;commercial catch;North sea;Kg          
Vida commercial catch;1975;888;commercial catch;North sea;Kg          
Vida commercial catch;1976;828;commercial catch;North sea;Kg          
Vida commercial catch;1977;91;commercial catch;North sea;Kg          
Vida commercial catch;1978;335;commercial catch;North sea;Kg          
Vida commercial catch;1979;220;commercial catch;North sea;Kg          
Vida commercial catch;1980;220;commercial catch;North sea;Kg          
Vida commercial catch;1981;226;commercial catch;North sea;Kg          
Vida commercial catch;1982;490;commercial catch;North sea;Kg          
Vida commercial catch;1983;662;commercial catch;North sea;Kg          
Vida commercial catch;1984;123;commercial catch;North sea;Kg          
Vida commercial catch;1985;13;commercial catch;North sea;Kg          
Vida commercial catch;1986;123;commercial catch;North sea;Kg          
Vida commercial catch;1987;341;commercial catch;North sea;Kg          
Vida commercial catch;1988;141;commercial catch;North sea;Kg          
Vida commercial catch;1989;9;commercial catch;North sea;Kg          
Vida commercial catch;1990;5;commercial catch;North sea;Kg          
Vilaine Arzal trapping all;1971;44;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1972;38;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1973;78;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1974;107;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1975;44;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1976;106;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1977;52;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1978;106;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1979;209;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1980;95;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1981;57;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1982;98;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1983;69;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1984;36;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1985;41;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1986;52.6;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1987;41.2;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1988;46.6;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1989;36.7;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1990;35.9;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1991;15.35;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1992;29.57;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1993;31;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1994;24;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1995;29.7;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1996;23.286;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1997;22.85;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1998;18.9;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;1999;16;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2000;14.45;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2001;8.46;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2002;15.9;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2003;9.37;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2004;7.49;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2005;7.36;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2006;6.6;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2007;7.7;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2008;5.1;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2009;2.2;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2010;3.8;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2011;3.7;trapping all;Atlantic Ocean;t           
Vilaine Arzal trapping all;2015;4.4;trapping all;Atlantic Ocean;t           
Viskan Sluices trapping all;1972;88;trapping all;North sea;Kg          
Viskan Sluices trapping all;1973;177;trapping all;North sea;Kg          
Viskan Sluices trapping all;1974;13;trapping all;North sea;Kg          
Viskan Sluices trapping all;1975;99;trapping all;North sea;Kg          
Viskan Sluices trapping all;1976;501;trapping all;North sea;Kg          
Viskan Sluices trapping all;1977;850;trapping all;North sea;Kg          
Viskan Sluices trapping all;1978;532.6;trapping all;North sea;Kg          
Viskan Sluices trapping all;1979;505.2;trapping all;North sea;Kg          
Viskan Sluices trapping all;1980;72.5;trapping all;North sea;Kg          
Viskan Sluices trapping all;1981;513.1;trapping all;North sea;Kg          
Viskan Sluices trapping all;1982;472;trapping all;North sea;Kg          
Viskan Sluices trapping all;1983;308.4;trapping all;North sea;Kg          
Viskan Sluices trapping all;1984;20.7;trapping all;North sea;Kg          
Viskan Sluices trapping all;1985;211.5;trapping all;North sea;Kg          
Viskan Sluices trapping all;1986;150.9;trapping all;North sea;Kg          
Viskan Sluices trapping all;1987;140.9;trapping all;North sea;Kg          
Viskan Sluices trapping all;1988;91.9;trapping all;North sea;Kg          
Viskan Sluices trapping all;1989;32.7;trapping all;North sea;Kg          
Viskan Sluices trapping all;1990;42.1;trapping all;North sea;Kg          
Viskan Sluices trapping all;1991;0.4;trapping all;North sea;Kg          
Viskan Sluices trapping all;1992;70.3;trapping all;North sea;Kg          
Viskan Sluices trapping all;1993;43.4;trapping all;North sea;Kg          
Viskan Sluices trapping all;1994;76.1;trapping all;North sea;Kg          
Viskan Sluices trapping all;1995;5.5;trapping all;North sea;Kg          
Viskan Sluices trapping all;1996;10;trapping all;North sea;Kg          
Viskan Sluices trapping all;1997;7.6;trapping all;North sea;Kg          
Viskan Sluices trapping all;1998;5;trapping all;North sea;Kg          
Viskan Sluices trapping all;1999;1.8;trapping all;North sea;Kg          
Viskan Sluices trapping all;2000;14.1;trapping all;North sea;Kg          
Viskan Sluices trapping all;2001;1.8;trapping all;North sea;Kg          
Viskan Sluices trapping all;2002;26.2;trapping all;North sea;Kg          
Viskan Sluices trapping all;2003;45.1;trapping all;North sea;Kg          
Viskan Sluices trapping all;2004;5;trapping all;North sea;Kg          
Viskan Sluices trapping all;2005;25.8;trapping all;North sea;Kg          
Viskan Sluices trapping all;2006;2.7;trapping all;North sea;Kg          
Viskan Sluices trapping all;2007;2.1;trapping all;North sea;Kg          
Viskan Sluices trapping all;2008;3.4;trapping all;North sea;Kg          
Viskan Sluices trapping all;2009;2.14;trapping all;North sea;Kg          
Viskan Sluices trapping all;2010;0.03;trapping all;North sea;Kg          
Viskan Sluices trapping all;2011;0.015;trapping all;North sea;Kg          
Viskan Sluices trapping all;2012;0.046;trapping all;North sea;Kg          
Viskan Sluices trapping all;2013;3.611;trapping all;North sea;Kg          
Viskan Sluices trapping all;2014;37.83;trapping all;North sea;Kg          
Viskan Sluices trapping all;2015;8.357;trapping all;North sea;Kg          
